Champions League,Champions League bets,UEFA Champions League Group Stage,Champions League Grupo A (Man United),Champions League Grupo B (Bayern-PSG),Champions League Grupo C (Atletico Madrid),Champions League Grupo D (Barcelona-Juventus)
Champions League Woman,Champions League Women (90) bets,,,,,,,,,,,,,,,,,,,,,,,
Finland,Finland First League bets,Finland Second League bets,Finland Kakkonen bets,Finland Veikkausliiga,Finland Ykkonen,Finlandia - Kolmonen, Finland  Amateur League  ,Finlandia Kakkonen Lansi,Finlandia Kakkonen Pohjoinen,femenino  Finland  Womens Naisten Liiga  ,Finlandia Kakkonen Ita,,,,,,,,,,,,,
Czech,Czech Republic 1st League bets,Czech Republic MFSL bets,Czech Republic Second League bets,Czech Republic CFL bets,Czech Republic FNL,Czech Republic First League,Czech Republic 2.Liga, Czech Republic  3.Liga  ,Repblica Checa Sub-21,Czech 1. Liga,Czech Rep U21 League,,,,,,,,,,,,,
Ukraine,Ukraine 1st League bets,Ukraine Persha League bets, Ukraine  Persha Liga  ,Ucrania Liga Persha,Ukraine Premier League, Ucrania  Premier League  ,Ucrania Liga Premier
Slovakia,Slovakia First League bets,Eslovaquia 2 Liga,Slovakian 1 Liga,Slovakia Fortuna Liga, Eslovaquia  Super Liga  ,Eslovaquia Superliga
Hungary,Hungary NB I bets,Hungary NB II bets,Hungary NB2,Hungra NB1,,,,,,,,,,,,,,,,,,,,
Romania,Romania League 1 bets,Rumana Liga 1,Rumana - Liga III - Seria 3,Romanian Liga II,Rumania Liga I
Bulgaria,Bulgaria League bets,Bulgaria 1st League,Bulgaria First League,Bulgaria Liga Primera Profesional,Bulgaria - 1 Professional League, Bulgaria  Second League  
Belarus,Belarus Vysshaya Liga bets,Belarus Vysshaya League, Bielorrusia  Premier League  ,Bielorrusia Liga Vysshaya
Poland,Poland Ekstraklasa bets,Poland League 2 bets,Polonia I liga, Poland  III liga  , Polonia  Youth League  ,Polish 3 Liga,Polish I Liga,Polonia Copa de la Liga
Croatia,Croatia 1.HNL bets,Croatia 1st League,Croacia 1.HNL,Croacia - 3.HNL-Zapad,Croacia 1. HNL
Serbia,Serbia Superleague bets,Serbia Super Liga,Serbia SuperLiga,Serbia Superliga, Serbia  Prva Liga  
Slovenia,Slovenia First Division bets,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,Kazakhstan Premier League bets,,,,,,,,,,,,,,,,,,,,,,,
Bosnia,Bosnia Herzegovina Premier bets,Bosnia and Herzegovina Premier League,Bosnia y Herzegovina Liga Premier
Latvia,Latvia Virsliga bets, Latvia  1. Division  ,,,,,,,,,,,,,,,,,,,,,,
Estonia,Estonia Meistriliiga bets,Estonia Cup , Copa de Estonia  ,,,,,,,,,,,,,,,,,,,,,
Ireland,Ireland FAI Presidents Cup (90) bets,Republic of Ireland Premier Division,Republic of Ireland 1st Division,Irlanda Primera Divisin,,,,,,,,,,,,,,,,,,,,
Wales,Wales Premier League bets,Wales League Cup ,Gales - Copa de la Liga,,,,,,,,,,,,,,,,,,,,,
North Ireland,Northern Ireland Premier League bets,Northern Ireland League Cup ,Northern Ireland Premiership,Irlanda del Norte Liga Premiership,,,,,,,,,,,,,,,,,,,,
Iceland,Iceland Premier bets,Iceland 1.deild bets,Iceland 2.deild bets,Islandia Premier League,Iceland 1st Division,Islandia - Premier League femenina,Iceland Ligue 2,Iceland 1 Grupo,Iceland Urvalsdeild
Israel,Israel First League bets,Israel National League bets,Israel Premier League,Israel Liga Leumit,,,,,,,,,,,,,,,,,,,,
Australia,Australia NSW Premier League bets,Austria First League bets,Australia Brisbane League bets,Australia NPL Queensland bets,Australia Victoria Premier League bets,Australia NPL Western Australia bets,Australia NPL South Australia bets,Australia FFA Cup,Australia Liga Premier Victoria,Australia Liga Premier Brisbane,,,,,,,,,,,,,,
MLS,USA Major League Soccer bets,North American Soccer League bets,EEUU - Major League Soccer,Major League Soccer (MLS),Women USA ,Estados Unidos NASL
Argentina,Argentina 1st League bets,Argentina Primera Division,Argentina - Primera divisin,Argentina - Primera Divisin Argentina,Argentina Cup ,Argentina Primera Reserve Division,Australia National Premier League ,Argentina  Primera Division Reserves  ,Argentina Copa,Argentina Primera B Metropolitana, Argentina  Superliga  
Brazil,Brazil Serie A bets,Brazil Copa Paulista bets,Brazil Serie B bets,Brazil Serie C bets,Brasileirao,Brasil Serie A,Brazil Primeira Liga ,Brazilian Copa Federacion,Brasil - Brasileiro Sub 20,Brazil Cup ,Brasil Liga Primera de Brasil,Brasil Brasileo Serie C,Brasil Brasileo Serie B
Mexico,Mexico Primera Division bets,Mexico Ascenso bets,Mxico - Primera Divisin Mexicana,Mexico Liga MX,Mexico Cup ,Mjico Copa MX,Mjico Apertura
Honduras,Honduras Liga Nacional bets,"Honduran Liga Nacional, Apertura",,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Costa Rica Primera Division bets,Costa Rica Primera Divisin,Costa Rica - Primera Divisin,,,,,,,,,,,,,,,,,,,,,
Guatemala,Guatemala Liga Nacional bets,Guatemala - Primera Divisin,,,,,,,,,,,,,,,,,,,,,,
Ecuador,Ecuador 1st League bets,Ecuador Serie B bets,,,,,,,,,,,,,,,,,,,,,,
Chile,Chile 1st League bets,Chile Primera Division,Chile Primera B,Chile Cup,Chile - Copa,Chile Copa Chile,Chile Primera Divisin
Colombia,Colombia Primera A bets,Colombia Primera B bets,Colombia Cup,Colombia - Primera Divisin,Colombia Liga Postobn II
Uruguay,Uruguay First League bets, Uruguay  Primera Division Reserves  ,Uruguay Primera Divisin
Paraguay,Paraguay Primera Division bets,Paraguay Primera A,Paraguay Primera Divisin
Venezuela,Venezuela Primera Division bets,Venezuela Cup ,Venezuela - Copa,Venezuela Primera Divisin ,,,,,,,,,,,,,,,,,,,,
Japan,Japan JLeague bets,Japan J2League bets,Japan J League ,Japan League Cup , Japn  Copa JLeague  ,J-League 2 ,Women Japan ,Japanese J League Cup,,,,,,,,,,,,,,,,
Tunisia,Tunisia League 1 bets,,,,,,,,,,,,,,,,,,,,,,,
Algeria,Algeria Ligue 1 bets,Algeria Ligue 2 bets,Algeria League 1, Algeria  1 Division  
South Korea,South Korea K League Challenge bets,Korea Republic K-League , South Korea  KLeague Challenge  ,Women Korea Republic ,,,,,,,,,,,,,,,,,,,,
Panama,Panama Premier League bets,Panam Liga Panamea de Ftbol
Uzbekistan,Uzbekistan PFL (90) bets,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,Indonesia Soccer Championship bets,Indonesia Liga 1, Indonesia  Indonesia Soccer Championship A  , Indonesia  Indonesia Soccer Championship A  , Indonesia  Indonesia Soccer Championship A  , Indonesia  Indonesia Soccer Championship A  , Indonesia  Indonesia Soccer Championship A  , Indonesia  Indonesia Soccer Championship A  
Azerbaijan,Azerbaijan Premier League bets,,,,,,,,,,,,,,,,,,,,,,,
China,China League bets,China PR League One,Liga China League Division 1,China PR Reserve League
Hong Kong,Hong Kong Premier League bets,,,,,,,,,,,,,,,,,,,,,,,
South Africa,South Africa National First Division bets, Sudafrica  Premier League  ,Sudfrica Liga Premier
Morocco,Morocco Cup bets,Copa de Marruecos,Morocco Botola 
Bolivia,Bolivia Liga Profesional bets,Bolivia LFPB,Bolivia Liga Profesional Boliviana
Luxembourg,Luxembourg Division Nationale bets,Luxembourg National Division,Luxemburgo Divisin Nacional
UEFA Europe League,Europa League bets,UEFA Europa League Group Stage,,,,,,,,,,,,,,,,,,,,,,
Montenegro,Montenegro 1.CFL bets,,,,,,,,,,,,,,,,,,,,,,,
Undefined,No Definida,,,,,,,,,,,,,,,,,,,,,,,
World Cup,FIFA World Cup 2018,Mundial 2018 – Clasificacin Asia,Mundial 2018 - Clasificacin Asia,FIFA  Copa mundial 2018  Clasificacin Asia  ,Copa del Mundo 2018 Copa del Mundo Clasificacin,Copa del Mundo 2018 Copa del Mundo Clasif.,Mundial Clasificatoria ,Mundial 2018 - Clasificacin Europa,Copa del Mundo 2018 Copa Mundial Clasificacin
Liga universitaria verano,Summer Universiade 2017,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Armenia Premier League,Armenia 1st League, Armenia  Division 2  
Canada,Canada CSL,,,,,,,,,,,,,,,,,,,,,,,
Faroe Island,Faroe Islands Cup,Faroe Islands Premier League
Peru,Peru Segunda Division,Peru Primera Division, Per  Primera Divisin  ,Per Primera Divisin,Per Segunda Divisin
Southeast Asian Games ,SEA Games 2017,,,,,,,,,,,,,,,,,,,,,,,
European Championship,UEFA European U-21 Championship 2019 ,Internacional Junior EURO Sub-21 Clasificacin Grupo 9,Internacional Junior EURO Sub-21 Clasificacin Grupo 4,Internacional Junior EURO Sub-21 Clasificacin Grupo 2,Internacional Junior EURO Sub-21 Clasificacin Grupo 8,Internacional Junior EURO Sub-21 Clasificacin Grupo 1,Internacional Junior EURO Sub-21 Clasificacin Grupo 6,Internacional Junior EURO Sub-21 Clasificacin Grupo 7,Internacional Junior EURO Sub-21 Clasificacin Grupo 3,Internacional Junior EURO Sub-21 Clasificacin Grupo 5,Europeo Sub21 - Clasificacin,Internacional Junior Clasificacin para el Campeonato de Europa Femenino Sub-19 - Grupo 3,femenino  Womens International  U19 European Championship  
Bangladesh Premier League,Bangladesh - Premier League,,,,,,,,,,,,,,,,,,,,,,,
Macedonia, Macedonia  Cup  ,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,El Salvador Primera Divisin,,,,,,,,,,,,,,,,,,,,,,,
Kenya, Kenya Premier League bets,,,,,,,,,,,,,,,,,,,,,,,
Asian championship,AFC Asian Cup 2019 ,Asia Copa de Naciones Asiticas,Asia Liga de Campeones AFC
Thailand, Thailand  Division 2  ,Thai Division 2,,,,,,,,,,,,,,,,,,,,,,
India,"Indian Calcutta Football League, Premier Division","Indian Calcutta Football League, Premier Division","Indian Calcutta Football League, Premier Division"
Cameroon,Camern Primera Divisin Camern,,,,,,,,,,,,,,,,,,,,,,,
Copa Libertadores, Copa Libertadores (90) bets
Bahrain ,Barin Liga Premier
Malta,Malta Primera Divisin
Georgia,Georgia Liga Nacional
Albany
Egypt,Egypt Premier League, Egipto  Premier League  ,Egypt Liga Premier
Singapur,Singapur S-liga
Argelia,Argelia Liga 1
